ARO Accession,CVTERM ID,Model Sequence ID,Model ID,Model Name,ARO Name,Protein Accession,DNA Accession,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name,ARO Category,drug_class_list
ARO:3004059,41125,5520,2691,Type A NfxB,Type A NfxB,AAG07988.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Type_A_NfxB,,penicillin beta-lactam
ARO:3004059,41125,5520,2691,Type A NfxB,Type A NfxB,AAG07988.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Type_A_NfxB,,phenicol antibiotic
ARO:3004059,41125,5520,2691,Type A NfxB,Type A NfxB,AAG07988.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Type_A_NfxB,,tetracycline antibiotic
ARO:3004060,41127,5519,2693,Type B NfxB,Type B NfxB,AAG07988.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Type_B_NfxB,,aminocoumarin antibiotic
ARO:3004060,41127,5519,2693,Type B NfxB,Type B NfxB,AAG07988.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Type_B_NfxB,,aminoglycoside antibiotic
ARO:3004060,41127,5519,2693,Type B NfxB,Type B NfxB,AAG07988.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Type_B_NfxB,,cephalosporin
ARO:3004060,41127,5519,2693,Type B NfxB,Type B NfxB,AAG07988.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Type_B_NfxB,,diaminopyrimidine antibiotic
ARO:3004060,41127,5519,2693,Type B NfxB,Type B NfxB,AAG07988.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Type_B_NfxB,,fluoroquinolone antibiotic
ARO:3004060,41127,5519,2693,Type B NfxB,Type B NfxB,AAG07988.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Type_B_NfxB,,macrolide antibiotic
ARO:3004060,41127,5519,2693,Type B NfxB,Type B NfxB,AAG07988.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Type_B_NfxB,,penicillin beta-lactam
ARO:3004060,41127,5519,2693,Type B NfxB,Type B NfxB,AAG07988.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Type_B_NfxB,,phenicol antibiotic
ARO:3004060,41127,5519,2693,Type B NfxB,Type B NfxB,AAG07988.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Type_B_NfxB,,tetracycline antibiotic
ARO:3003577,40187,4591,842,ugd,ugd,AAC75089.1,U00096.1,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,ugd,,peptide antibiotic
ARO:3003305,39889,5887,2148,Ureaplasma urealyticum gyrB conferring resistance to fluoroquinolones,Ureaplasma urealyticum gyrB conferring resistance to fluoroquinolones,WP_004025678.1,NC_011374.1,fluoroquinolone resistant gyrB,aminocoumarin antibiotic;fluoroquinolone antibiotic,antibiotic target alteration,Uure_gyrB_FLO,,aminocoumarin antibiotic
ARO:3003305,39889,5887,2148,Ureaplasma urealyticum gyrB conferring resistance to fluoroquinolones,Ureaplasma urealyticum gyrB conferring resistance to fluoroquinolones,WP_004025678.1,NC_011374.1,fluoroquinolone resistant gyrB,aminocoumarin antibiotic;fluoroquinolone antibiotic,antibiotic target alteration,Uure_gyrB_FLO,,fluoroquinolone antibiotic
ARO:3003309,39893,5888,2104,Ureaplasma urealyticum parC conferring resistance to fluoroquinolones,Ureaplasma urealyticum parC conferring resistance to fluoroquinolones,WP_010891786.1,NC_002162.1,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,Uure_parC_FLO,,fluoroquinolone antibiotic
ARO:3000010,36019,3277,1981,vanA,vanA,AAA65956.1,M97297.1,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,vanA,,glycopeptide antibiotic
ARO:3000013,36022,107,1098,vanB,vanB,AHH83938.1,KF823969.1,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,vanB,,glycopeptide antibiotic
ARO:3000368,36507,150,455,vanC,vanC,AAA24786.1,AF162694.1,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,vanC,,glycopeptide antibiotic
ARO:3000005,36014,179,824,vanD,vanD,AAM09849.1,AY082011.1,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,vanD,,glycopeptide antibiotic
ARO:3002907,39341,216,1617,vanE,vanE,AAL27442.1,FJ872411.1,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,vanE,,glycopeptide antibiotic
ARO:3002908,39342,258,1759,vanF,vanF,AAF36803.1,AF155139.1,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,vanF,,glycopeptide antibiotic
ARO:3002909,39343,300,1157,vanG,vanG,ABA71731.1,DQ212986.1,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,vanG,,glycopeptide antibiotic
ARO:3002942,39376,3279,178,vanH gene in vanA cluster,vanH gene in vanA cluster,AAA65955.1,M97297.1,glycopeptide resistance gene cluster;vanH,glycopeptide antibiotic,antibiotic target alteration,vanH_in_vanA_cl,,glycopeptide antibiotic
ARO:3002943,39377,3452,626,vanH gene in vanB cluster,vanH gene in vanB cluster,AAB05626.1,U35369.1,glycopeptide resistance gene cluster;vanH,glycopeptide antibiotic,antibiotic target alteration,vanH_in_vanB_cl,,glycopeptide antibiotic
ARO:3002944,39378,428,1333,vanH gene in vanD cluster,vanH gene in vanD cluster,AAM09850.1,AY082011.1,glycopeptide resistance gene cluster;vanH,glycopeptide antibiotic,antibiotic target alteration,vanH_in_vanD_cl,,glycopeptide antibiotic
ARO:3002945,39379,487,1790,vanH gene in vanF cluster,vanH gene in vanF cluster,AAF36802.1,AF155139.1,glycopeptide resistance gene cluster;vanH,glycopeptide antibiotic,antibiotic target alteration,vanH_in_vanF_cl,,glycopeptide antibiotic
ARO:3002947,39381,534,1724,vanH gene in vanM cluster,vanH gene in vanM cluster,ACL82960.1,FJ349556.1,glycopeptide resistance gene cluster;vanH,glycopeptide antibiotic,antibiotic target alteration,vanH_in_vanM_cl,,glycopeptide antibiotic
ARO:3002948,39382,576,786,vanH gene in vanO cluster,vanH gene in vanO cluster,AHA41499.1,KF478993.1,glycopeptide resistance gene cluster;vanH,glycopeptide antibiotic,antibiotic target alteration,vanH_in_vanO_cl,,glycopeptide antibiotic
ARO:3007188,45927,8484,5804,vanH gene in vanP cluster,vanH gene in vanP cluster,MBY8651254.1,JAINTN010000010.1,glycopeptide resistance gene cluster;vanH,glycopeptide antibiotic,antibiotic target alteration,vanH_in_vanP_cl,,glycopeptide antibiotic
ARO:3003723,40377,4649,2241,vanI,vanI,KTE89608.1,LOCK01000072.1,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,vanI,,glycopeptide antibiotic
ARO:3002914,39348,5377,2240,vanJ,vanJ,CAB45459.1,AL939117.1,vanJ membrane protein,glycopeptide antibiotic,antibiotic target alteration,vanJ,,glycopeptide antibiotic
ARO:3003727,40384,5268,2245,vanK gene in vanI cluster,vanK gene in vanI cluster,BAE85481.1,AP008230.1,glycopeptide resistance gene cluster;vanK,glycopeptide antibiotic,antibiotic target alteration,vanK_in_vanI_cl,,glycopeptide antibiotic
ARO:3002910,39344,612,349,vanL,vanL,ABX54687.1,EU250284.1,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,vanL,,glycopeptide antibiotic
ARO:3002911,39345,651,1924,vanM,vanM,ACL82961.1,FJ349556.1,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,vanM,,glycopeptide antibiotic
ARO:3002912,39346,684,164,vanN,vanN,AEP40500.1,JF802084.1,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,vanN,,glycopeptide antibiotic
ARO:3002913,39347,675,1754,vanO,vanO,AHA41500.1,KF478993.1,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,vanO,,glycopeptide antibiotic
ARO:3007189,45928,8485,5805,vanP,vanP,MBY8651253.1,JAINTN010000010.1,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,vanP,,glycopeptide antibiotic
ARO:3002919,39353,3275,722,vanR gene in vanA cluster,vanR gene in vanA cluster,AAA65953.1,M97297.1,glycopeptide resistance gene cluster;vanR,glycopeptide antibiotic,antibiotic target alteration,vanR_in_vanA_cl,,glycopeptide antibiotic
ARO:3002921,39355,3453,141,vanR gene in vanB cluster,vanR gene in vanB cluster,AAB05622.1,U35369.1,glycopeptide resistance gene cluster;vanR,glycopeptide antibiotic,antibiotic target alteration,vanR_in_vanB_cl,,glycopeptide antibiotic
ARO:3002922,39356,105,1547,vanR gene in vanC cluster,vanR gene in vanC cluster,AAF86641.1,AF162694.1,glycopeptide resistance gene cluster;vanR,glycopeptide antibiotic,antibiotic target alteration,vanR_in_vanC_cl,,glycopeptide antibiotic
ARO:3002923,39357,122,1004,vanR gene in vanD cluster,vanR gene in vanD cluster,AAM09851.1,AY082011.1,glycopeptide resistance gene cluster;vanR,glycopeptide antibiotic,antibiotic target alteration,vanR_in_vanD_cl,,glycopeptide antibiotic
ARO:3002924,39358,167,691,vanR gene in vanE cluster,vanR gene in vanE cluster,AAL27445.1,FJ872411.1,glycopeptide resistance gene cluster;vanR,glycopeptide antibiotic,antibiotic target alteration,vanR_in_vanE_cl,,glycopeptide antibiotic
ARO:3002925,39359,202,240,vanR gene in vanF cluster,vanR gene in vanF cluster,AAR84672.1,AF155139.1,glycopeptide resistance gene cluster;vanR,glycopeptide antibiotic,antibiotic target alteration,vanR_in_vanF_cl,,glycopeptide antibiotic
ARO:3002926,39360,246,1635,vanR gene in vanG cluster,vanR gene in vanG cluster,ABA71727.1,DQ212986.1,glycopeptide resistance gene cluster;vanR,glycopeptide antibiotic,antibiotic target alteration,vanR_in_vanG_cl,,glycopeptide antibiotic
ARO:3003728,40385,5264,2246,vanR gene in vanI cluster,vanR gene in vanI cluster,BAE85478.1,AP008230.1,glycopeptide resistance gene cluster;vanR,glycopeptide antibiotic,antibiotic target alteration,vanR_in_vanI_cl,,glycopeptide antibiotic
ARO:3002927,39361,287,409,vanR gene in vanL cluster,vanR gene in vanL cluster,ABX54691.1,EU250284.1,glycopeptide resistance gene cluster;vanR,glycopeptide antibiotic,antibiotic target alteration,vanR_in_vanL_cl,,glycopeptide antibiotic
ARO:3002928,39362,337,752,vanR gene in vanM cluster,vanR gene in vanM cluster,ACL82957.1,FJ349556.1,glycopeptide resistance gene cluster;vanR,glycopeptide antibiotic,antibiotic target alteration,vanR_in_vanM_cl,,glycopeptide antibiotic
ARO:3002929,39363,379,1219,vanR gene in vanN cluster,vanR gene in vanN cluster,AEP40503.1,JF802084.1,glycopeptide resistance gene cluster;vanR,glycopeptide antibiotic,antibiotic target alteration,vanR_in_vanN_cl,,glycopeptide antibiotic
ARO:3002930,39364,4685,1689,vanR gene in vanO cluster,vanR gene in vanO cluster,AHA41505.1,KF478993.1,glycopeptide resistance gene cluster;vanR,glycopeptide antibiotic,antibiotic target alteration,vanR_in_vanO_cl,,glycopeptide antibiotic
ARO:3007191,45930,8489,5807,vanR gene in vanP cluster,vanR gene in vanP cluster,MBY8651251.1,JAINTN010000010.1,glycopeptide resistance gene cluster;vanR,glycopeptide antibiotic,antibiotic target alteration,vanR_in_vanP_cl,,glycopeptide antibiotic
ARO:3002931,39365,3276,1907,vanS gene in vanA cluster,vanS gene in vanA cluster,AAA65954.1,M97297.1,glycopeptide resistance gene cluster;vanS,glycopeptide antibiotic,antibiotic target alteration,vanS_in_vanA_cl,,glycopeptide antibiotic
ARO:3002932,39366,3454,499,vanS gene in vanB cluster,vanS gene in vanB cluster,AAB05623.1,U35369.1,glycopeptide resistance gene cluster;vanS,glycopeptide antibiotic,antibiotic target alteration,vanS_in_vanB_cl,,glycopeptide antibiotic
ARO:3002933,39367,565,966,vanS gene in vanC cluster,vanS gene in vanC cluster,AAF86642.1,AF162694.1,glycopeptide resistance gene cluster;vanS,glycopeptide antibiotic,antibiotic target alteration,vanS_in_vanC_cl,,glycopeptide antibiotic
ARO:3002934,39368,3440,2139,vanS gene in vanD cluster,vanS gene in vanD cluster,ACM47284.1,EU999036.1,glycopeptide resistance gene cluster;vanS,glycopeptide antibiotic,antibiotic target alteration,vanS_in_vanD_cl,,glycopeptide antibiotic
ARO:3002935,39369,649,1571,vanS gene in vanE cluster,vanS gene in vanE cluster,AAL27446.1,FJ872411.1,glycopeptide resistance gene cluster;vanS,glycopeptide antibiotic,antibiotic target alteration,vanS_in_vanE_cl,,glycopeptide antibiotic
ARO:3002936,39370,680,1920,vanS gene in vanF cluster,vanS gene in vanF cluster,AAR84673.1,AF155139.1,glycopeptide resistance gene cluster;vanS,glycopeptide antibiotic,antibiotic target alteration,vanS_in_vanF_cl,,glycopeptide antibiotic
ARO:3002937,39371,706,390,vanS gene in vanG cluster,vanS gene in vanG cluster,ABA71728.1,DQ212986.1,glycopeptide resistance gene cluster;vanS,glycopeptide antibiotic,antibiotic target alteration,vanS_in_vanG_cl,,glycopeptide antibiotic
ARO:3003726,40383,3448,2244,vanSI,vanS gene in vanI cluster,WP_011461302.1,NC_007907.1,glycopeptide resistance gene cluster;vanS,glycopeptide antibiotic,antibiotic target alteration,vanS_in_vanI_cl,,glycopeptide antibiotic
ARO:3002938,39372,744,744,vanS gene in vanL cluster,vanS gene in vanL cluster,ABX54692.1,EU250284.1,glycopeptide resistance gene cluster;vanS,glycopeptide antibiotic,antibiotic target alteration,vanS_in_vanL_cl,,glycopeptide antibiotic
ARO:3002939,39373,44,1328,vanS gene in vanM cluster,vanS gene in vanM cluster,ACL82958.1,FJ349556.1,glycopeptide resistance gene cluster;vanS,glycopeptide antibiotic,antibiotic target alteration,vanS_in_vanM_cl,,glycopeptide antibiotic
ARO:3002940,39374,78,1033,vanS gene in vanN cluster,vanS gene in vanN cluster,AEP40504.1,JF802084.1,glycopeptide resistance gene cluster;vanS,glycopeptide antibiotic,antibiotic target alteration,vanS_in_vanN_cl,,glycopeptide antibiotic
ARO:3002941,39375,4550,465,vanS gene in vanO cluster,vanS gene in vanO cluster,AHA41504.1,KF478993.1,glycopeptide resistance gene cluster;vanS,glycopeptide antibiotic,antibiotic target alteration,vanS_in_vanO_cl,,glycopeptide antibiotic
